,MIROC6_r1i1p1f1,MIROC6_r2i1p1f1,MIROC6_r3i1p1f1
1,-8.536855774246941,-10.542502611013878,-11.593011884522639
2,-3.128301950697278,-10.307272585275314,-5.066279476545605
3,-5.511333449594349,-3.4830261759132553,-4.633180495182932
4,-5.235210873567302,-1.8067358387028434,-3.291817530915978
5,5.1547591353182725,8.970832349441844,8.73793494488982
6,6.666417243882824,5.929815398557912,5.211765450805797
7,8.825438057423222,9.365741219087491,8.86215749288946
