,CanESM5_r1i1p1f1,CanESM5_r2i1p1f1,CanESM5_r3i1p1f1,CanESM5_r4i1p1f1,CanESM5_r5i1p1f1,CanESM5_r6i1p1f1,CanESM5_r7i1p1f1,CanESM5_r8i1p1f1,CanESM5_r9i1p1f1,CanESM5_r10i1p1f1
1,-22.53849171121292,-10.641456764630856,-16.528298773367897,-14.916409210748862,-15.85941055038129,-14.355109966467353,-15.093832049376578,-21.53537514686341,-10.65657925186897,-12.025892667303015
2,-10.866603154695621,-17.883778167812853,-17.502692726018175,-11.11287997507443,-14.55149056182745,-12.593960877646168,-11.852138295595797,-13.624645501146915,-13.162100154532345,-13.758625966797627
3,-7.0669051920534915,-9.068435319802484,-9.40271609458414,-10.595597718755926,-2.8069401054044647,-11.625649115420856,-9.511508327251068,-8.99687476937579,-11.047834929754572,-11.424584744328058
4,0.8139450611181018,-4.370544904400231,0.03235171554606495,-6.6316584906315255,-2.713639736328696,-2.548139540914599,-0.9210479447341641,3.3466863497913435,-2.8268549320981036,-2.3925967042963747
5,6.0278825335732105,7.251409501832313,3.706870289566723,5.756151695177868,8.64895360909668,8.13781229030701,5.811979911945855,6.962119893758063,1.8131648665408648,6.790163905726695
6,6.3612304774511355,9.955438120846884,11.646579396119341,10.33781087836851,8.366718164893246,13.519634159627822,9.891608958542383,13.981375325023146,13.383865113479079,9.15410678763692
7,22.724118321508133,20.63113961164269,23.373255160625224,22.635485684728792,15.763174316622402,16.221177542093454,18.06244812205614,16.555594874018578,18.74694940685883,19.714524491137734
