,sf_best,sf_min,sf_max,trend,trend_min,trend_max,forcing,obs_name,domain
0,1.1933932579003095,0.7825017520523965,1.6042847637482225,1.3528550780315667,0.8870600381095114,1.818650117953622,GHG,era5,EU
1,1.7743714891697806,-3.012031444657384,6.560774422996945,0.11935656961746802,-0.20261018789389065,0.44132332712882666,NAT,era5,EU
2,1.644024390469545,0.14175467159034683,3.1462941093487435,-0.37258046666383565,-0.03212544898912712,-0.7130354843385441,AER,era5,EU
3,0.9947449514348624,0.5901036784319398,1.3993862244377853,1.099631180985199,0.6523244012264936,1.5469379607439047,ALL,era5,EU
4,0.9083876618414339,0.4014257411577482,1.4153495825251197,0.9864338383470367,0.43591513986312036,1.536952536830953,GHG,era5,EAS
5,-0.015016540575831017,-4.016919786819809,3.9868867056681467,-0.00013148239905059523,-0.03517149956727939,0.0349085347691782,NAT,era5,EAS
6,0.4012013245656534,-0.9679143679134483,1.770317017044755,-0.13981621242129427,0.3373122484486309,-0.6169446732912195,AER,era5,EAS
7,0.961711194529074,0.8385212396229635,1.0849011494351846,0.8464861435266918,0.7380558887444719,0.9549163983089116,ALL,era5,EAS
8,0.2840130803181709,-0.5432687670852254,1.1112949277215673,0.5658534457640217,-1.0823814997772787,2.2140883913053226,GHG,era5,WNA
9,-1.6451356748595931,-11.360139124666352,8.069867774947165,-0.11072909087258503,-0.7646164974008886,0.5431583156557184,NAT,era5,WNA
10,-0.37812701681209926,-1.581091293902174,0.8248372602779753,0.3968464208008547,1.6593641634875977,-0.8656713218858884,AER,era5,WNA
11,1.1563172511606217,-0.25466159754307116,2.567296099864315,0.8519707756922914,-0.1876338336905694,1.8915753850751527,ALL,era5,WNA
12,1.0541589499823458,0.6432674441344328,1.4650504558302588,1.1950162103690825,0.7292211704470272,1.6608112502911376,GHG,jra55,EU
13,0.9450099298597712,-3.8413930039673936,5.731412863686936,0.06356794175907418,-0.25839881575228446,0.3855346992704328,NAT,jra55,EU
14,1.4347288504250273,-0.06754086845417095,2.9369985693042255,-0.3251484270709349,0.015306590603773594,-0.6656034447456434,AER,jra55,EU
15,0.9936895650492514,0.5175088624146255,1.4698702676838769,0.9334357250572218,0.4861289452985163,1.380742504815927,ALL,jra55,EU
16,0.5227155708046669,0.015753650120981177,1.0296774914883526,0.5676258590163634,0.017107160532447145,1.1181445575002797,GHG,jra55,EAS
17,-2.02651402618482,-6.028417272428797,1.9753892200591578,-0.017743828848390767,-0.052783846016619555,0.017296188319838028,NAT,jra55,EAS
18,-0.26195434277871077,-1.6310700352578125,1.107161349700391,0.09128948932130282,0.568417950191228,-0.38583897154862234,AER,jra55,EAS
19,0.9201054645759308,0.7645039337562983,1.075706995395563,0.6411715194892755,0.5327412647070555,0.7496017742714953,ALL,jra55,EAS
20,0.06405271514160948,-0.7632291322617869,0.8913345625450059,0.12761542367280249,-1.5206195218684981,1.7758503692141032,GHG,jra55,WNA
21,1.734937196283158,-7.9800662535236,11.449940646089916,0.11677335881848254,-0.537114047709821,0.770660765346786,NAT,jra55,WNA
22,-0.5463916368198065,-1.749355913909881,0.6565726402702681,0.5734410814004616,1.8359588240872047,-0.6890766612862815,AER,jra55,WNA
23,1.1121739885462718,-0.30159341709284343,2.5259413941853874,0.8178298638917466,-0.2217747454911143,1.8574344732746078,ALL,jra55,WNA
24,1.061668629043636,0.6507771231957229,1.472560134891549,1.203529336604041,0.7377342966819855,1.669324376526096,GHG,ncep2,EU
25,-1.0999429657731765,-5.886345899600341,3.6864599680539882,-0.07398981553235966,-0.39595657304371834,0.247976941978999,NAT,ncep2,EU
26,1.331821587542726,-0.1704481313364723,2.834091306421924,-0.30182685334608567,0.038628164328622844,-0.6422818710207941,AER,ncep2,EU
27,0.9957982815344619,0.4576558319010806,1.5339407311678432,0.8277126677255955,0.38040588796689,1.275019447484301,ALL,ncep2,EU
28,0.590783042242163,0.08382112155847732,1.0977449629258489,0.64154150091374,0.09102280242982368,1.1920601993976563,GHG,ncep2,EAS
29,-4.726748640597701,-8.728651886841678,-0.7248453943537232,-0.04138664613440985,-0.07642666330263864,-0.006346628966181057,NAT,ncep2,EAS
30,0.0025501983767265424,-1.366565494102375,1.3716658908558284,-0.0008887285662450251,0.4762397323036801,-0.4780171894361703,AER,ncep2,EAS
31,0.9138087322874694,0.7484656412466193,1.0791518233283195,0.5992661262130851,0.49083587143086516,0.707696380995305,ALL,ncep2,EAS
32,0.29045425850503753,-0.5368275888983589,1.1177361059084339,0.5786865267887951,-1.0695484187525057,2.226921472330096,GHG,ncep2,WNA
33,-3.4768179982274505,-13.191821448034208,6.238185451579308,-0.2340140706668608,-0.8879014771951642,0.41987333586144265,NAT,ncep2,WNA
34,-0.10112261680643597,-1.3040868938965104,1.1018416602836387,0.10612875239642594,1.368646495083169,-1.1563889902903173,AER,ncep2,WNA
35,1.21549309452717,-1.587587731047011,4.018573920101351,0.4508012085183602,-0.5888034008645009,1.4904058179012212,ALL,ncep2,WNA
