,sf_best,sf_min,sf_max,trend,trend_min,trend_max,forcing,obs_name,domain
0,1.1483879305058053,0.6937888462576353,1.6029870147539755,1.0415802985818419,0.6292619196367688,1.453898677526915,ANT,era5,EU
1,1.7236620463655514,-2.636706043238596,6.084030135969699,0.11594549973877089,-0.17736319047701588,0.40925418995455765,NAT,era5,EU
2,,,,1.1575257983206129,0.45189872915975293,1.8631528674814726,ALL,era5,EU
3,1.0904215976693201,0.7720755263752808,1.4087676689633595,0.8041023605278361,0.5693465303613753,1.038858190694297,ANT,era5,EAS
4,1.0587087444509058,-2.3128321878852303,4.430249676787042,0.009269882428200026,-0.020250784335376682,0.03879054919177674,NAT,era5,EAS
5,,,,0.8133722429560362,0.5490957460259986,1.077648739886074,ALL,era5,EAS
6,0.6109238810388458,-0.3081621092296495,1.5300098713073411,0.5760061295923301,-0.2905489036089795,1.4425611627936397,ANT,era5,WNA
7,0.9664275109626748,-9.240346195149542,11.17320121707489,0.0650473035862439,-0.6219396668449145,0.7520342740174023,NAT,era5,WNA
8,,,,0.641053433178574,-0.9124885704538941,2.194595436811042,ALL,era5,WNA
9,1.0001078067560603,0.5455087225078902,1.4547068910042302,0.9070912017650662,0.4947728228199931,1.3194095807101391,ANT,jra55,EU
10,0.8947784326668295,-3.465589656937318,5.255146522270977,0.06018902182697798,-0.2331196683888088,0.3534977120427647,NAT,jra55,EU
11,,,,0.9672802235920441,0.2616531544311843,1.6729072927529038,ALL,jra55,EU
12,0.8098930651432961,0.4915469938492567,1.1282391364373354,0.5972340669414568,0.36247823677499585,0.8319898971079176,ANT,jra55,EAS
13,-0.05317726443893811,-3.4247181967750744,3.318363667897198,-0.0004656115213801536,-0.029986278284956865,0.029055055242196558,NAT,jra55,EAS
14,,,,0.5967684554200766,0.332491958490039,0.8610449523501141,ALL,jra55,EAS
15,0.3952850773807513,-0.5238009128877439,1.3143710676492466,0.3726923018961404,-0.49386273130516917,1.23924733509745,ANT,jra55,WNA
16,3.8077375518328442,-6.399036154279372,14.01451125794506,0.2562872617979292,-0.4306997086332292,0.9432742322290876,NAT,jra55,WNA
17,,,,0.6289795636940696,-0.9245624399383984,2.1825215673265377,ALL,jra55,WNA
18,1.0782595300963629,0.6236604458481928,1.532858614344533,0.9779743007328731,0.5656559217878,1.3902926796779462,ANT,ncep2,EU
19,-1.1174919130288918,-5.477860002633039,3.2428761765752556,-0.0751702798024546,-0.36847897001824137,0.21813841041333218,NAT,ncep2,EU
20,,,,0.9028040209304184,0.19717695176955863,1.6084310900912784,ALL,ncep2,EU
21,0.81697287705978,0.4986268057657406,1.1353189483538193,0.6024548856470894,0.3676990554806285,0.8372107158135502,ANT,ncep2,EAS
22,-2.7080562255025105,-6.079597157838647,0.6634847068336258,-0.023711302046894065,-0.05323196881047078,0.005809364716682644,NAT,ncep2,EAS
23,,,,0.5787435836001953,0.3144670866701577,0.8430200805302329,ALL,ncep2,EAS
24,0.46066817644252994,-0.4584178138259653,1.3797541667110251,0.4343383874400321,-0.43221664576127744,1.3008934206413416,ANT,ncep2,WNA
25,-1.6703440992873404,-11.877117805399557,8.536429606824875,-0.11242579343752877,-0.7994127638686872,0.5745611769936296,NAT,ncep2,WNA
26,,,,0.3219125940025033,-1.2316294096299647,1.8754545976349712,ALL,ncep2,WNA
