,HadGEM3-GC31-LL_r1i1p1f3,HadGEM3-GC31-LL_r2i1p1f3,HadGEM3-GC31-LL_r3i1p1f3,HadGEM3-GC31-LL_r4i1p1f3
1,4.937471777133214,4.271128188329021,3.956913525694836,-7.956053646379042
2,6.556353428215516,-3.8833799771360646,3.646508678632199,-1.0361006477187402
3,-8.551528627372317,0.574256732080903,-1.8382985323914909,7.4310348730585245
4,-0.6549024521851606,-2.9709967291357318,-0.6590370212141352,1.9444218192085827
5,-2.1788106447862448,1.3562941160815172,-0.18409944819395604,-0.8959118743832732
6,-6.112879198889095,1.1215409556392841,-0.41381651153678833,2.830481678929027
7,5.0035797649053775,-0.39070273821365237,-3.756808909159948,-1.9315601689265047
