,MIROC6_r1i1p1f1,MIROC6_r2i1p1f1,MIROC6_r3i1p1f1
1,-5.117428131957422,-8.50470579752564,-8.230766445474728
2,-3.1456031264884587,-3.89865532897129,-7.575042593081525
3,-3.8269784011745287,-2.3843574210488443,-1.5074293898058386
4,-1.6744473579979968,4.964809964477536,-1.760953971789786
5,0.323898705710053,1.9444212977905408,4.083939749410274
6,4.156712785262243,2.411008977554957,6.015888477122462
7,7.736537938869939,4.556231923094098,7.478636811342464
